CustomerID,Gender,Age,Region,ProductCategory,Date,UnitsPurchased,UnitPrice,MarketingSpend,Revenue,HighPurchase
377,Female,31,South,Sports,2024-04-09,8,140.48,126.21,1123.84,1
378,Male,43,West,Clothing,2023-12-31,2,456.35,5.0,912.7,0
379,Female,21,West,Beauty,2025-08-20,4,53.27,144.15,213.08,1
380,Male,42,West,Beauty,2024-05-06,6,427.4,102.8,2564.4,1
381,Female,62,South,Electronics,2023-06-08,9,167.44,121.15,1506.96,1
382,Female,59,West,Sports,2024-02-26,8,31.62,126.38,252.96,1
383,Female,42,South,Beauty,2025-07-14,8,336.33,105.41,2690.64,1
384,Male,35,West,Electronics,2023-04-22,7,119.48,116.51,836.36,1
385,Male,57,South,Beauty,2023-06-03,9,125.57,136.76,1130.13,1
386,Female,25,East,Sports,2022-10-26,2,156.49,150.62,312.98,1
387,Male,56,East,Home,2022-10-27,3,36.52,145.49,109.56,1
388,Male,57,East,Sports,2025-04-07,10,92.68,173.92,926.8,1
389,Male,31,East,Clothing,2024-12-21,8,7.54,37.89,60.32,1
390,Male,49,East,Beauty,2023-11-04,6,225.48,80.23,1352.88,1
391,Male,68,West,Beauty,2024-11-14,10,46.71,189.56,467.1,1
392,Male,55,West,Clothing,2023-12-18,9,342.91,79.32,3086.19,1
393,Female,50,West,Clothing,2025-08-20,10,121.63,24.97,1216.3,1
394,Female,40,South,Home,2025-09-04,4,472.07,105.09,1888.28,1
395,Male,32,South,Beauty,2023-12-16,8,436.27,21.9,3490.16,1
396,Female,50,South,Beauty,2025-05-04,10,148.27,40.57,1482.7,1
397,Female,42,South,Home,2025-02-04,3,392.69,199.66,1178.07,1
398,Female,34,East,Electronics,2023-09-16,3,402.61,108.27,1207.83,1
399,Female,50,East,Home,2023-06-23,8,493.35,56.81,3946.8,1
400,Male,64,East,Sports,2024-02-25,5,300.93,198.95,1504.65,1
401,Female,19,North,Beauty,2025-02-13,3,45.57,193.31,136.71,1
402,Female,31,West,Clothing,2025-08-28,10,325.18,88.15,3251.8,1
403,Male,57,South,Sports,2025-01-25,1,314.36,52.08,314.36,0
404,Male,57,South,Beauty,2025-05-05,3,320.98,167.68,962.94,1
405,Female,68,East,Home,2024-08-02,9,157.04,143.12,1413.36,1
406,Female,56,South,Sports,2025-04-13,5,430.54,137.39,2152.7,1
407,Female,68,South,Beauty,2025-02-16,10,479.94,178.62,4799.4,1
408,Female,23,West,Electronics,2023-11-28,2,112.77,137.88,225.54,1
409,Female,23,East,Electronics,2024-06-07,7,48.64,56.76,340.48,1
410,Female,20,West,Clothing,2025-03-11,2,101.29,138.77,202.58,1
411,Male,24,North,Beauty,2022-12-01,4,411.17,61.16,1644.68,0
412,Female,68,North,Electronics,2025-03-14,7,339.94,151.85,2379.58,1
413,Female,25,North,Home,2023-04-24,4,319.84,123.95,1279.36,1
414,Male,59,East,Beauty,2024-04-27,7,203.89,15.48,1427.23,1
415,Male,69,South,Home,2025-03-15,7,291.02,102.57,2037.14,1
416,Male,32,East,Home,2023-07-16,1,157.4,68.66,157.4,0
417,Male,64,East,Electronics,2023-07-08,6,241.21,65.71,1447.26,1
418,Female,46,South,Beauty,2023-12-27,9,397.57,120.45,3578.13,1
419,Female,50,West,Sports,2025-06-17,2,490.71,64.46,981.42,0
420,Female,69,North,Electronics,2022-10-12,3,466.58,155.38,1399.74,1
421,Female,47,West,Electronics,2025-06-25,10,467.26,14.16,4672.6,1
422,Female,56,North,Beauty,2023-03-29,5,204.1,132.08,1020.5,1
423,Female,44,East,Beauty,2025-09-30,9,237.05,161.84,2133.45,1
424,Male,53,North,Home,2025-08-22,4,354.29,134.57,1417.16,1
425,Female,46,East,Beauty,2024-04-05,1,461.49,99.45,461.49,0
426,Male,55,West,Home,2024-04-25,4,75.29,190.06,301.16,1
427,Male,50,East,Electronics,2024-03-22,6,155.6,59.99,933.6,1
428,Female,54,West,Clothing,2024-09-06,5,73.93,3.83,369.65,0
429,Male,44,South,Sports,2023-01-19,1,307.94,86.4,307.94,0
430,Female,50,South,Electronics,2022-11-16,4,156.62,6.6,626.48,0
431,Male,21,South,Beauty,2022-12-14,6,166.42,190.79,998.52,1
432,Female,39,East,Sports,2024-02-10,10,40.1,41.98,401.0,1
433,Male,19,South,Clothing,2023-08-09,10,178.15,157.79,1781.5,1
434,Female,27,North,Clothing,2024-08-23,4,431.94,154.91,1727.76,1
435,Female,22,West,Home,2025-10-02,9,120.37,43.55,1083.33,1
436,Female,27,West,Sports,2023-12-09,5,349.12,124.25,1745.6,1
437,Female,50,North,Home,2024-07-01,8,316.67,9.62,2533.36,1
438,Female,55,East,Electronics,2024-01-10,9,432.42,96.71,3891.78,1
439,Male,30,East,Sports,2025-04-26,10,70.48,2.93,704.8,1
440,Male,48,West,Electronics,2025-06-25,5,488.91,184.23,2444.55,1
441,Male,64,South,Home,2025-05-29,6,293.4,195.22,1760.4,1
442,Female,53,East,Sports,2025-09-12,1,497.76,44.46,497.76,0
443,Male,62,East,Home,2022-11-11,7,456.2,41.62,3193.4,1
444,Female,41,North,Sports,2025-04-18,4,114.65,150.74,458.6,1
445,Female,69,North,Home,2025-01-12,2,32.8,50.68,65.6,0
446,Male,32,South,Clothing,2023-06-19,5,131.54,179.02,657.7,1
447,Male,46,East,Home,2025-08-24,3,266.14,114.79,798.42,1
448,Female,25,East,Clothing,2023-03-23,6,89.94,70.16,539.64,1
449,Male,22,North,Home,2024-10-25,8,87.89,166.54,703.12,1
450,Female,46,East,Sports,2023-06-15,7,233.98,98.68,1637.86,1
451,Female,64,West,Sports,2024-01-27,3,21.47,182.33,64.41,1
452,Female,21,North,Sports,2024-12-07,8,65.33,185.6,522.64,1
453,Female,29,South,Beauty,2024-06-19,2,210.85,33.08,421.7,0
454,Female,62,North,Electronics,2024-01-23,10,36.25,0.46,362.5,1
455,Male,19,East,Sports,2023-10-04,9,201.39,196.79,1812.51,1
456,Male,44,South,Clothing,2025-04-18,4,239.63,181.23,958.52,1
457,Female,48,North,Sports,2023-03-18,1,228.38,11.09,228.38,0
458,Female,68,West,Beauty,2024-01-25,8,435.24,166.61,3481.92,1
459,Male,68,West,Clothing,2025-06-27,7,267.38,91.56,1871.66,1
460,Male,53,North,Beauty,2025-04-25,5,236.65,51.79,1183.25,0
461,Female,53,West,Clothing,2023-12-25,10,208.3,175.75,2083.0,1
462,Male,43,West,Home,2025-01-24,5,409.72,39.33,2048.6,0
463,Female,60,West,Electronics,2025-03-31,7,448.05,189.46,3136.35,1
464,Male,44,South,Electronics,2025-06-11,5,427.36,41.12,2136.8,0
465,Female,22,West,Beauty,2024-05-30,8,338.41,122.74,2707.28,1
466,Male,37,West,Electronics,2023-05-23,6,72.99,44.62,437.94,1
467,Female,28,West,Beauty,2023-07-18,5,142.05,109.13,710.25,1
468,Male,27,South,Beauty,2023-08-31,9,27.8,136.8,250.2,1
469,Male,57,North,Beauty,2024-07-23,2,465.76,38.05,931.52,0
470,Female,55,East,Electronics,2022-11-16,1,332.1,104.18,332.1,1
471,Male,23,West,Beauty,2024-09-07,8,374.45,93.81,2995.6,1
472,Female,25,North,Electronics,2023-11-14,3,159.23,14.21,477.69,0
473,Male,40,West,Beauty,2023-08-31,7,423.6,163.66,2965.2,1
474,Female,64,South,Sports,2025-06-01,10,133.5,67.14,1335.0,1
475,Male,43,North,Beauty,2024-02-27,8,5.81,114.92,46.48,1
476,Female,63,South,Clothing,2023-01-24,6,191.33,102.96,1147.98,1
477,Male,60,West,Beauty,2025-04-04,10,287.53,102.65,2875.3,1
478,Female,29,West,Home,2022-12-03,9,241.96,21.44,2177.64,1
479,Male,43,South,Beauty,2024-12-15,7,431.73,84.7,3022.11,1
480,Female,30,East,Clothing,2025-02-05,10,57.18,90.47,571.8,1
481,Female,57,South,Clothing,2023-11-02,5,279.14,146.73,1395.7,1
482,Female,35,West,Electronics,2025-04-02,8,258.92,168.0,2071.36,1
483,Male,42,South,Sports,2024-04-28,2,144.29,109.0,288.58,1
484,Female,50,East,Beauty,2024-03-02,7,412.0,17.36,2884.0,1
485,Male,64,South,Electronics,2022-11-30,4,377.66,47.37,1510.64,0
486,Female,57,East,Sports,2023-08-25,9,367.77,32.99,3309.93,1
487,Male,60,East,Beauty,2025-07-27,1,438.72,24.92,438.72,0
488,Female,29,South,Home,2023-12-15,7,362.78,73.18,2539.46,1
489,Male,61,South,Beauty,2024-06-01,6,119.76,45.88,718.56,1
490,Male,53,North,Clothing,2024-05-16,8,354.25,43.66,2834.0,1
491,Female,65,West,Clothing,2024-07-19,5,157.31,10.94,786.55,0
492,Male,21,East,Home,2022-12-18,1,124.88,3.53,124.88,0
493,Male,22,North,Electronics,2023-11-12,1,41.14,20.55,41.14,0
494,Female,54,South,Sports,2024-12-11,9,373.29,34.44,3359.61,1
495,Male,25,West,Beauty,2023-05-19,10,356.95,86.2,3569.5,1
496,Male,59,North,Clothing,2023-05-22,6,121.08,102.1,726.48,1
497,Male,66,East,Electronics,2022-10-23,10,375.94,28.12,3759.4,1
498,Female,45,North,Home,2024-02-03,5,459.33,84.96,2296.65,0
499,Male,48,East,Clothing,2025-06-04,1,58.47,68.35,58.47,0
500,Female,26,South,Home,2022-12-07,6,120.16,36.68,720.96,1
501,Male,68,West,Beauty,2023-05-09,6,376.38,1.37,2258.28,1
502,Male,46,West,Sports,2023-09-16,3,140.88,93.4,422.64,0
503,Male,31,West,Clothing,2024-12-21,8,314.21,137.13,2513.68,1
504,Female,57,South,Clothing,2024-09-12,1,45.18,45.26,45.18,0
505,Male,58,East,Beauty,2024-01-10,1,228.84,26.36,228.84,0
506,Male,39,South,Electronics,2025-01-20,6,370.85,177.41,2225.1,1
507,Female,28,West,Sports,2024-08-09,10,344.82,55.0,3448.2,1
508,Male,40,South,Clothing,2025-06-19,1,408.46,44.72,408.46,0
509,Female,18,South,Sports,2025-03-25,6,439.34,171.42,2636.04,1
510,Female,63,South,Clothing,2023-07-15,1,387.73,163.42,387.73,1
511,Male,54,East,Sports,2023-08-05,6,337.44,89.67,2024.64,1
512,Female,38,North,Home,2023-02-26,3,20.7,97.85,62.1,0
513,Male,43,North,Clothing,2023-10-15,8,269.81,43.55,2158.48,1
514,Female,63,South,Sports,2025-10-10,6,23.66,15.66,141.96,1
515,Female,53,North,Electronics,2023-12-30,1,404.99,114.69,404.99,1
516,Male,40,North,Home,2023-06-10,5,163.76,19.67,818.8,0
517,Female,18,South,Home,2025-01-23,8,283.4,89.85,2267.2,1
518,Female,68,South,Electronics,2024-05-28,3,143.33,188.1,429.99,1
519,Female,57,West,Sports,2023-03-24,6,392.34,190.57,2354.04,1
520,Female,32,North,Beauty,2023-12-02,5,443.82,47.87,2219.1,0
521,Female,38,East,Electronics,2024-01-08,6,202.33,124.82,1213.98,1
522,Male,64,South,Sports,2025-01-14,10,432.15,94.82,4321.5,1
523,Female,26,West,Electronics,2022-11-03,1,137.2,175.14,137.2,1
524,Male,26,East,Electronics,2023-08-02,7,269.66,54.29,1887.62,1
525,Female,27,North,Clothing,2024-04-30,9,430.09,0.74,3870.81,1
526,Male,69,West,Sports,2023-08-02,2,166.31,32.51,332.62,0
527,Male,43,South,Beauty,2024-08-30,10,477.25,69.9,4772.5,1
528,Female,58,East,Clothing,2024-03-22,5,65.33,63.14,326.65,0
529,Female,52,South,Electronics,2023-11-12,10,14.05,158.27,140.5,1
530,Female,69,North,Electronics,2025-08-16,4,452.55,136.11,1810.2,1
531,Male,42,East,Electronics,2024-09-03,6,38.98,59.91,233.88,1
532,Female,43,North,Sports,2023-03-03,6,495.99,91.55,2975.94,1
533,Male,28,North,Sports,2024-06-16,2,475.94,19.11,951.88,0
534,Male,55,West,Clothing,2025-02-12,2,72.83,179.63,145.66,1
535,Male,19,South,Beauty,2024-11-25,4,271.1,187.08,1084.4,1
536,Female,24,East,Clothing,2023-04-18,1,96.54,195.96,96.54,1
537,Female,35,North,Home,2025-09-10,9,216.94,173.71,1952.46,1
538,Male,44,North,Electronics,2024-02-15,7,35.41,34.79,247.87,1
539,Male,51,East,Electronics,2023-04-04,7,115.84,9.24,810.88,1
540,Female,44,North,Electronics,2023-04-27,3,184.82,115.92,554.46,1
541,Male,34,West,Clothing,2023-01-27,3,222.13,182.52,666.39,1
542,Female,60,West,Clothing,2025-03-09,1,488.86,35.47,488.86,0
543,Male,61,West,Electronics,2023-02-22,3,404.89,1.41,1214.67,0
544,Female,68,West,Clothing,2023-02-26,3,370.02,161.1,1110.06,1
545,Male,41,North,Sports,2025-04-30,4,270.84,15.36,1083.36,0
546,Female,42,East,Sports,2023-10-24,4,420.8,82.74,1683.2,0
547,Male,24,East,Clothing,2022-11-14,3,172.96,135.78,518.88,1
548,Female,69,East,Electronics,2022-12-07,10,355.91,47.36,3559.1,1
549,Female,23,East,Clothing,2023-03-16,8,496.92,16.79,3975.36,1
550,Male,41,South,Clothing,2023-06-02,8,160.74,154.0,1285.92,1
551,Male,50,East,Clothing,2024-10-09,1,338.64,126.04,338.64,1
552,Female,66,South,Home,2023-04-02,7,422.94,197.7,2960.58,1
553,Male,46,South,Sports,2023-02-19,2,458.32,68.86,916.64,0
554,Female,60,West,Beauty,2025-01-26,1,360.38,12.35,360.38,0
555,Male,39,South,Beauty,2024-10-15,3,145.39,146.87,436.17,1
556,Female,43,North,Home,2024-01-31,4,166.51,104.35,666.04,1
557,Female,45,South,Clothing,2024-06-04,6,15.28,42.64,91.68,1
558,Female,67,West,Home,2023-09-18,10,381.64,156.35,3816.4,1
559,Female,38,South,Home,2024-03-23,5,26.16,40.75,130.8,0
560,Female,66,North,Electronics,2024-04-18,4,433.0,52.13,1732.0,0
561,Female,24,North,Sports,2023-12-10,8,63.74,18.51,509.92,1
562,Male,34,North,Beauty,2025-06-30,4,90.08,79.89,360.32,0
563,Male,37,West,Clothing,2022-10-29,10,240.88,83.79,2408.8,1
564,Male,58,West,Beauty,2025-02-14,2,370.25,102.91,740.5,1
565,Female,66,East,Beauty,2023-02-25,3,73.81,141.79,221.43,1
566,Female,37,West,Sports,2025-03-03,6,222.84,181.22,1337.04,1
567,Female,39,North,Beauty,2024-08-16,8,244.01,27.55,1952.08,1
568,Female,45,North,Beauty,2025-04-22,8,110.08,10.87,880.64,1
569,Male,57,West,Home,2023-01-26,9,62.2,3.71,559.8,1
570,Male,66,South,Sports,2024-06-15,7,419.03,28.72,2933.21,1
571,Female,24,West,Electronics,2024-04-12,2,253.72,131.59,507.44,1
572,Male,18,West,Clothing,2024-11-23,8,12.12,145.5,96.96,1
573,Male,49,North,Beauty,2024-05-19,7,402.48,157.3,2817.36,1
574,Female,30,East,Clothing,2024-05-26,8,490.49,48.74,3923.92,1
575,Male,47,North,Electronics,2024-01-25,3,304.93,61.18,914.79,0
576,Female,40,East,Clothing,2023-09-15,7,254.34,96.63,1780.38,1
577,Male,68,North,Electronics,2024-03-23,10,439.82,12.64,4398.2,1
578,Female,36,West,Home,2023-02-18,9,476.5,122.23,4288.5,1
579,Female,49,North,Beauty,2025-08-29,3,378.5,196.75,1135.5,1
580,Female,47,North,Electronics,2024-12-02,10,225.5,72.16,2255.0,1
581,Female,46,North,Clothing,2025-08-19,6,298.15,150.57,1788.9,1
582,Male,66,West,Beauty,2023-06-17,2,351.96,100.01,703.92,1
583,Female,62,West,Home,2025-05-31,2,101.17,25.56,202.34,0
584,Female,46,West,Beauty,2025-03-15,5,226.36,116.45,1131.8,1
585,Female,47,West,Electronics,2024-10-22,5,415.76,59.97,2078.8,0
586,Male,33,East,Home,2024-08-26,7,329.09,6.88,2303.63,1
587,Female,57,East,Clothing,2023-09-23,2,208.55,126.99,417.1,1
588,Male,36,South,Home,2025-03-23,7,333.36,171.79,2333.52,1
589,Female,35,West,Home,2024-04-13,5,63.52,68.95,317.6,0
590,Male,18,East,Sports,2022-12-28,6,203.74,78.06,1222.44,1
591,Male,31,North,Home,2023-09-19,8,397.6,178.2,3180.8,1
592,Female,68,West,Home,2025-08-01,10,114.15,162.72,1141.5,1
593,Male,64,South,Beauty,2025-04-30,4,97.05,142.99,388.2,1
594,Female,67,South,Clothing,2025-09-21,7,475.66,49.76,3329.62,1
595,Female,19,South,Beauty,2024-08-29,6,108.9,182.04,653.4,1
596,Female,45,North,Beauty,2023-07-10,10,134.15,30.88,1341.5,1
597,Male,66,East,Electronics,2023-04-08,2,484.96,125.35,969.92,1
598,Male,67,North,Beauty,2023-05-04,8,368.68,5.76,2949.44,1
599,Female,47,West,Sports,2022-11-02,10,351.3,128.74,3513.0,1
600,Female,55,South,Sports,2023-12-13,9,427.2,55.43,3844.8,1
601,Male,68,North,Electronics,2023-05-09,5,62.33,89.94,311.65,0
602,Female,21,North,Clothing,2024-01-05,10,354.45,69.05,3544.5,1
603,Female,18,East,Clothing,2025-07-31,4,254.33,34.55,1017.32,0
604,Female,25,East,Beauty,2024-01-26,6,415.43,124.4,2492.58,1
605,Male,46,South,Beauty,2025-05-30,8,256.53,176.4,2052.24,1
606,Male,56,North,Beauty,2024-08-05,3,312.02,191.82,936.06,1
607,Male,20,North,Clothing,2023-07-09,10,241.48,38.47,2414.8,1
608,Female,49,East,Home,2023-11-05,1,241.69,143.47,241.69,1
609,Female,27,North,Sports,2023-01-11,4,385.15,132.87,1540.6,1
610,Female,27,North,Home,2023-10-12,4,316.14,68.68,1264.56,0
611,Male,36,North,Home,2024-10-22,1,318.47,3.82,318.47,0
612,Female,63,East,Clothing,2022-12-29,9,227.89,137.96,2051.01,1
613,Female,51,South,Home,2023-05-24,3,267.9,189.1,803.7,1
614,Female,50,West,Electronics,2023-12-03,5,374.13,126.42,1870.65,1
615,Female,40,South,Beauty,2025-09-21,6,413.84,87.06,2483.04,1
616,Male,45,West,Electronics,2025-02-17,8,349.8,105.03,2798.4,1
617,Male,49,North,Sports,2024-12-23,6,462.42,39.93,2774.52,1
618,Female,67,South,Beauty,2023-02-16,3,411.06,150.11,1233.18,1
619,Male,24,West,Home,2025-02-13,6,283.12,149.28,1698.72,1
620,Male,46,East,Sports,2025-02-17,1,337.35,29.1,337.35,0
621,Female,25,East,Beauty,2024-07-31,4,463.52,175.6,1854.08,1
622,Female,18,South,Home,2025-09-30,6,311.49,53.84,1868.94,1
623,Male,20,South,Electronics,2023-10-03,7,413.28,196.45,2892.96,1
624,Female,41,North,Beauty,2025-08-07,10,345.96,76.58,3459.6,1
625,Male,40,South,Home,2025-07-09,3,278.21,35.58,834.63,0
626,Female,25,North,Electronics,2022-10-24,9,124.71,70.34,1122.39,1
627,Male,64,North,Sports,2024-02-16,7,215.87,88.04,1511.09,1
628,Female,54,East,Sports,2025-09-15,1,484.03,13.86,484.03,0
629,Male,20,East,Sports,2023-02-01,2,330.59,115.64,661.18,1
630,Male,68,West,Sports,2024-06-02,1,284.38,119.53,284.38,1
631,Male,50,East,Clothing,2025-09-17,9,466.81,147.79,4201.29,1
632,Female,45,East,Beauty,2024-06-11,9,295.32,5.83,2657.88,1
633,Male,64,South,Beauty,2023-05-07,7,265.41,108.25,1857.87,1
634,Male,25,East,Clothing,2024-07-10,10,380.86,10.58,3808.6,1
635,Female,51,West,Home,2023-05-23,3,357.77,140.23,1073.31,1
636,Female,52,South,Home,2024-05-03,5,100.61,11.15,503.05,0
637,Male,49,West,Sports,2023-01-01,4,238.3,182.35,953.2,1
638,Male,41,East,Electronics,2024-08-05,7,238.9,140.42,1672.3,1
639,Female,31,West,Home,2024-04-29,9,192.22,101.48,1729.98,1
640,Female,49,South,Electronics,2024-12-30,2,261.06,88.3,522.12,0
641,Female,63,North,Beauty,2024-09-01,8,209.49,26.13,1675.92,1
642,Female,60,West,Electronics,2024-06-04,9,103.68,58.2,933.12,1
643,Female,33,West,Beauty,2024-11-05,10,209.12,173.79,2091.2,1
644,Male,21,South,Clothing,2023-03-18,10,40.78,180.89,407.8,1
645,Female,69,South,Clothing,2024-07-24,9,290.01,0.15,2610.09,1
646,Male,54,West,Sports,2023-04-18,10,427.56,118.83,4275.6,1
647,Male,38,East,Home,2025-07-21,7,364.02,143.86,2548.14,1
648,Male,31,West,Sports,2022-12-25,9,183.4,123.75,1650.6,1
649,Female,48,South,Beauty,2024-01-26,9,48.1,16.34,432.9,1
650,Male,65,North,Sports,2024-11-11,3,105.06,43.54,315.18,0
651,Male,35,North,Electronics,2024-02-25,4,275.02,50.07,1100.08,0
652,Female,24,East,Beauty,2023-01-20,2,107.49,166.34,214.98,1
653,Male,27,West,Clothing,2024-06-08,10,274.27,92.64,2742.7,1
654,Male,24,North,Home,2024-09-13,3,119.64,97.37,358.92,0
655,Female,50,West,Beauty,2024-11-20,5,425.22,186.98,2126.1,1
656,Male,40,South,Beauty,2023-11-24,5,201.65,127.42,1008.25,1
657,Male,38,North,Electronics,2024-06-20,6,126.55,179.73,759.3,1
658,Male,36,East,Home,2024-02-17,7,407.1,91.3,2849.7,1
659,Female,65,South,Clothing,2024-10-16,7,174.71,29.89,1222.97,1
660,Female,36,East,Beauty,2024-07-11,1,60.19,185.99,60.19,1
661,Female,53,South,Beauty,2024-05-09,2,287.35,91.74,574.7,0
662,Male,46,North,Electronics,2023-07-12,9,292.87,36.33,2635.83,1
663,Male,35,East,Sports,2022-10-14,10,358.77,60.48,3587.7,1
664,Female,19,East,Clothing,2023-04-20,2,123.91,10.16,247.82,0
665,Male,18,South,Home,2023-02-17,6,224.67,93.66,1348.02,1
666,Male,64,East,Beauty,2024-02-15,1,144.77,170.63,144.77,1
667,Female,22,South,Beauty,2024-08-12,3,45.07,186.72,135.21,1
668,Female,37,South,Clothing,2023-06-02,2,438.92,186.52,877.84,1
669,Male,28,South,Sports,2025-08-05,3,365.79,25.05,1097.37,0
670,Male,59,South,Beauty,2022-10-19,5,154.22,76.41,771.1,0
671,Male,19,North,Clothing,2025-02-03,10,301.69,5.65,3016.9,1
672,Female,20,South,Electronics,2024-08-26,6,104.63,171.03,627.78,1
673,Female,40,West,Sports,2023-11-25,9,445.67,71.75,4011.03,1
674,Female,29,East,Home,2022-12-06,10,61.88,126.22,618.8,1
675,Female,37,West,Beauty,2024-08-29,4,6.9,142.98,27.6,1
676,Male,22,North,Clothing,2023-12-08,7,253.49,85.97,1774.43,1
677,Female,54,West,Electronics,2025-08-02,6,293.65,61.29,1761.9,1
678,Female,55,East,Home,2024-05-27,2,291.59,192.44,583.18,1
679,Female,47,West,Clothing,2025-08-05,10,31.98,192.9,319.8,1
680,Female,26,North,Clothing,2023-06-10,8,160.45,57.89,1283.6,1
681,Female,51,South,Home,2024-12-14,7,252.1,95.93,1764.7,1
682,Male,61,West,Electronics,2024-08-17,7,112.21,194.57,785.47,1
683,Male,52,North,Electronics,2024-12-29,8,436.95,0.97,3495.6,1
684,Female,69,North,Sports,2023-06-04,1,48.12,82.54,48.12,0
685,Male,39,East,Beauty,2024-10-09,1,246.26,20.09,246.26,0
686,Female,61,East,Home,2024-04-09,8,347.25,101.83,2778.0,1
687,Female,41,West,Home,2025-01-02,4,134.57,4.93,538.28,0
688,Male,34,South,Home,2023-10-05,5,314.0,81.38,1570.0,0
689,Male,27,North,Electronics,2025-06-12,8,415.55,44.14,3324.4,1
690,Female,47,West,Beauty,2023-01-12,5,99.22,106.66,496.1,1
691,Female,63,North,Sports,2025-03-13,10,459.02,199.2,4590.2,1
692,Female,40,North,Clothing,2025-05-12,4,279.01,160.11,1116.04,1
693,Male,49,South,Clothing,2025-03-24,6,153.12,169.13,918.72,1
694,Female,34,South,Home,2024-04-25,5,218.27,127.05,1091.35,1
695,Female,67,West,Beauty,2024-02-04,7,159.53,8.31,1116.71,1
696,Female,68,South,Electronics,2025-10-06,10,363.93,41.36,3639.3,1
697,Male,34,South,Beauty,2023-06-19,7,399.17,185.01,2794.19,1
698,Female,31,West,Beauty,2024-06-01,4,417.3,73.22,1669.2,0
699,Female,26,South,Electronics,2024-10-15,5,492.96,20.73,2464.8,0
700,Male,57,East,Home,2024-11-17,3,396.69,140.48,1190.07,1
701,Female,19,North,Beauty,2023-05-23,4,302.69,59.89,1210.76,0
702,Female,62,North,Clothing,2024-09-27,4,172.91,53.77,691.64,0
703,Male,42,North,Electronics,2025-03-26,3,274.57,199.6,823.71,1
704,Female,56,North,Sports,2022-12-05,10,25.33,171.63,253.3,1
705,Male,26,West,Home,2025-07-06,5,373.69,81.59,1868.45,0
706,Male,39,North,Electronics,2022-11-13,5,225.75,196.05,1128.75,1
707,Female,60,North,Sports,2023-11-05,7,14.91,130.02,104.37,1
708,Female,63,North,Sports,2022-10-29,4,35.94,148.4,143.76,1
709,Female,21,North,Beauty,2023-01-04,4,196.8,6.3,787.2,0
710,Female,43,East,Beauty,2025-07-05,9,293.79,24.32,2644.11,1
711,Male,46,North,Beauty,2023-11-04,6,234.78,126.62,1408.68,1
712,Female,62,East,Electronics,2024-01-20,4,311.51,179.8,1246.04,1
713,Male,51,West,Electronics,2023-06-04,2,242.75,124.75,485.5,1
714,Female,40,South,Home,2024-07-26,6,332.54,26.8,1995.24,1
715,Female,54,North,Beauty,2024-07-24,2,113.47,23.15,226.94,0
716,Female,28,South,Sports,2023-11-23,5,60.86,168.84,304.3,1
717,Male,23,South,Clothing,2023-10-11,6,300.23,27.86,1801.38,1
718,Female,35,West,Home,2025-06-07,4,244.92,104.05,979.68,1
719,Female,38,South,Electronics,2023-12-05,3,18.3,7.42,54.9,0
720,Female,59,East,Home,2024-04-04,7,193.34,16.13,1353.38,1
721,Female,53,South,Home,2023-08-18,2,57.53,134.47,115.06,1
722,Male,58,South,Home,2025-02-19,6,268.02,137.84,1608.12,1
723,Female,55,South,Home,2023-12-21,4,200.91,68.29,803.64,0
724,Male,51,North,Clothing,2024-04-26,6,308.51,43.12,1851.06,1
725,Male,34,North,Beauty,2023-07-16,4,403.77,162.74,1615.08,1
726,Male,54,East,Sports,2025-09-27,4,153.34,43.42,613.36,0
727,Male,42,East,Home,2023-08-27,4,481.24,108.41,1924.96,1
728,Male,55,North,Home,2025-02-01,9,270.14,193.64,2431.26,1
729,Male,29,East,Home,2024-01-23,7,311.05,29.57,2177.35,1
730,Female,40,North,Beauty,2023-05-25,3,341.93,188.18,1025.79,1
731,Male,59,West,Electronics,2025-03-05,3,335.03,36.58,1005.09,0
732,Male,39,South,Electronics,2023-10-12,6,257.93,113.49,1547.58,1
733,Male,38,South,Clothing,2025-05-16,6,217.24,75.4,1303.44,1
734,Female,44,East,Electronics,2025-07-10,4,31.62,192.99,126.48,1
735,Female,48,North,Home,2025-05-10,9,15.93,54.71,143.37,1
736,Male,23,North,Home,2022-11-19,4,182.19,79.93,728.76,0
737,Female,44,East,Home,2025-02-20,9,170.16,196.57,1531.44,1
738,Male,57,North,Clothing,2024-01-05,4,196.91,107.29,787.64,1
739,Male,51,West,Home,2025-05-25,2,73.49,100.53,146.98,1
740,Female,29,South,Electronics,2024-09-09,2,370.39,51.56,740.78,0
741,Male,62,East,Beauty,2025-04-11,5,429.2,140.27,2146.0,1
742,Female,24,East,Beauty,2024-04-10,4,469.66,2.87,1878.64,0
743,Female,27,North,Sports,2024-05-19,7,248.72,9.9,1741.04,1
744,Male,62,East,Electronics,2023-03-19,5,351.93,119.87,1759.65,1
745,Male,34,West,Home,2025-02-16,6,428.5,68.33,2571.0,1
746,Female,43,North,Beauty,2024-01-14,10,212.05,190.66,2120.5,1
747,Male,38,North,Electronics,2024-04-11,4,158.16,180.64,632.64,1
748,Male,45,North,Beauty,2025-02-17,2,468.68,142.74,937.36,1
749,Male,63,North,Home,2024-07-28,10,260.26,163.63,2602.6,1
750,Female,19,West,Beauty,2023-05-20,9,251.14,133.47,2260.26,1
751,Female,60,North,Sports,2024-07-19,10,93.32,25.12,933.2,1
752,Male,18,East,Sports,2024-01-01,7,58.54,153.11,409.78,1
